intent,text
refund_request,minta uang balik untuk sepatu sih
product_service_info,cara pake AC gimana sih sih
payment_inquiry,sudah bayar tapi status masih unpaid ya
complaint,driver minta ongkir tambahan di luar app
complaint,makanan yg saya terima baret banget
account_data,lupa email yg dipake buat daftar sob
promotions_discounts,cara pake kupon diskon gimana gan
promotions_discounts,promo harbolnas berlaku sampai kapan
complaint,kok garansinya dipersulit sih kak
order_status,cek kiriman AnterAja saya dong kak
payment_inquiry,bayar pake cicilan 0% bisa ga bang
refund_request,refund laptop ke GoPay bisa bang
refund_request,barang udah dikirim balik tapi uang belum cair sob
cancellation_request,cara batalkan subscription cloud storage berbayar kak
promotions_discounts,cara pake kupon diskon gimana min
order_status,ekspedisi yg dipake AnterAja bisa dilacak ga gan
operating_hours_location,bisa chat CS di luar jam kerja ga sih
account_data,cek histori transaksi tahun lalu bisa ga nih
refund_request,refund dong makanannya ga sesuai ya
order_status,resi SHP3912 kok belum update min
refund_request,gimana cara balikin barang bang
cancellation_request,reservasi lapangan mau di-cancel gan
account_data,cara link akun media sosial ke akun belanja nih
technical_support,dark mode ga berfungsi di app sob
cancellation_request,cara membatalkan layanan berlangganan software gan
complaint,seller kirim makanan kotor ini gimana
account_data,cek histori transaksi tahun lalu bisa ga ya
shipping_information,berapa lama pengiriman ke pelosok Pekanbaru deh
order_status,lacak resi 009283 dong min
order_status,resinya ga update dari 2 hari lalu dong
order_status,cek kiriman TIKI saya dong bang
shipping_information,cara tracking SiCepat ke Bali
shipping_information,pengiriman J&T ke Makassar aman ga
cancellation_request,cara cancel pemesanan custom yg belum dibuat bang
complaint,produk ga sesuai sama foto dan deskripsi deh
shipping_information,estimasi Grab Express ke Yogyakarta berapa lama
cancellation_request,cancel reservasi hotel saya gan
payment_inquiry,invoice untuk tas bisa dikirim ulang
complaint,chat saya di-ignore terus sama seller kak
refund_request,cara klaim refund sepatu yang basah
payment_inquiry,bayar pake COD bisa ga bang
account_data,update PIN akun bisa ga bang
refund_request,refund langsung atau pake voucher dong
technical_support,tiket crash waktu buka profil
cancellation_request,saya minta cancel karena ada keadaan darurat nih
shipping_information,cara tracking Ninja ke Pekanbaru
technical_support,cara fix error di gojek
complaint,minta pertanggungjawaban atas item tidak berfungsi
technical_support,kenapa traveloka terus crash sih
promotions_discounts,cashback rekening BRI untuk lebaran berapa
order_status,perkiraan tiba untuk pesanan SHP938271
payment_inquiry,cara bayar pakai Danamon mobile banking
shipping_information,TIKI ke Aceh berapa hari reguler
account_data,verifikasi identitas gagal mulu bang
promotions_discounts,pengguna baru dapet diskon 10% max berapa kak
payment_inquiry,batas pembayaran pesanan tinggal 1 jam lagi nih
cancellation_request,cancel reservasi lapangan saya kak
complaint,seller ga profesional barang ga sesuai deskripsi sih
order_status,hari libur ada pengiriman ga kak
technical_support,shopee crash waktu buka keranjang
product_service_info,spek router lengkap ada ga
order_status,hari libur ada pengiriman ga sih
product_service_info,kursi gaming ini import atau lokal sob
account_data,fitur ingat saya tidak berfungsi nih
order_status,ini dikirim dari kota mana bang
refund_request,seller ga mau terima retur ini gimana
product_service_info,spesifikasi selimut gimana ya bang
product_service_info,ada diskon buat beli mesin cuci pertama kali sob
shipping_information,kenapa ongkir ke daerah saya lebih mahal min
operating_hours_location,alamat penukaran voucher fisik dmn bang
promotions_discounts,cara claim reward dari program referral
refund_request,bisa refund paket tanpa kirim balik ga
operating_hours_location,sabtu minggu buka sampai jam berapa kak
operating_hours_location,service center di Makassar ada ga
technical_support,server lagi down atau maintenance ya sih
operating_hours_location,cabang Pontianak buka jam berapa kak
complaint,sepatu udah kumal sejak unboxing sih
payment_inquiry,kode billing ga keluar pas mau bayar gan
order_status,bisa ambil sendiri di gudang ga deh
complaint,komplain soal barang yg baret
account_data,apakah bisa punya 2 akun berbeda di sini
payment_inquiry,bisa bayar pake 2 metode sekaligus ga min
account_data,salah input nama pas daftar bisa diubah ga kak
refund_request,kok refund saya kepotong 20% ini biaya apa dong
promotions_discounts,diskon 50% untuk jam tangan ada ga
account_data,akun saya kenapa tidak aktif nih
shipping_information,cara tracking JNE ke Semarang
refund_request,minta percepat proses refund saya ya
order_status,driver udah otw belum sih
payment_inquiry,cek mutasi pembayaran saya bulan ini
technical_support,app tokopedia error pas buka pesanan
cancellation_request,cara membatalkan layanan berlangganan paket data sob
refund_request,cara klaim refund tas yang penyok
payment_inquiry,udah transfer tapi belum ke konfirm gan
payment_inquiry,bayar pake kartu kredit bisa cicil 20% ga min
shipping_information,packing kayu dikenain biaya tambahan ga kak
operating_hours_location,toko di Malang dimana tepatnya kak
promotions_discounts,promo baru masih available ga dong
cancellation_request,cara membatalkan layanan berlangganan koran digital gan
account_data,tidak bisa daftar karena NIK sudah dipakai deh
promotions_discounts,free ongkir tiap hari atau hari tertentu aja bang
operating_hours_location,outlet yg buka 24 jam di Aceh mana
technical_support,bug wishlist di tokopedia sudah dilaporkan belum
product_service_info,harga tripod berapa sekarang
operating_hours_location,apakah ada store di Papua
order_status,ini orderan sudah di pickup belum
payment_inquiry,kelebihan bayar bisa di refund ga kak
order_status,udah 10 hari belum nyampe paketnya
payment_inquiry,batas pembayaran pesanan tinggal 1 jam lagi bang
cancellation_request,cancel orderan dana yg belum diproses sih
order_status,resinya ga update dari 3 hari lalu kak
technical_support,loading terus pas mau chat seller nih
payment_inquiry,bayar pake transfer bank bisa ga sob
technical_support,face id login error padahal udah setting deh
operating_hours_location,ada gerai di Makassar ga kak
complaint,barangnya ga lengkap kurang aksesoris gan
payment_inquiry,top up gagal tapi uang kepotong min
complaint,saya mau lapor tas kumal
product_service_info,kompor cocok buat member gold ga gan
account_data,cara setting email supaya aman
shipping_information,free ongkir berlaku buat barang di atas 5 kg ga nih
product_service_info,perlu maintenance khusus buat ssd ga ya
complaint,mau komplen nih itemnya basah dong
shipping_information,ongkir JNE ke Surabaya berapa ya
promotions_discounts,diskon untuk pelajar dan mahasiswa ada ga kak
promotions_discounts,kode referral saya ga kepake ya
refund_request,makanan udah di retur tapi status masih pending deh
shipping_information,ongkir dihitung dari berat atau volume
refund_request,kok refund saya kepotong 20% ini biaya apa nih
complaint,udah komplen berkali-kali ga ada tanggapan min
cancellation_request,salah alamat mau cancel trus order ulang dong
complaint,seller tukang tipu ga ada itikad baik
payment_inquiry,saldo LinkAja ga kepotong padahal bayar sukses
refund_request,proses refund laptop berapa lama deh
complaint,komplain soal makanan yg rusak
shipping_information,apakah ada layanan jemput paket retur ya
product_service_info,bahan lemari pakaian ori atau bukan nih
account_data,kok tiba-tiba akun premium hilang dong
complaint,chat saya di-ignore terus sama seller min
operating_hours_location,tukar barang offline bisa langsung ga sih
operating_hours_location,apakah ada store di Lombok dong
technical_support,aplikasi lazada force close mulu deh
payment_inquiry,bayar pake transfer bank bisa ga ya
account_data,kok tiba-tiba akun premium hilang ya
product_service_info,bedanya jam tangan tipe standard sama A apa deh
promotions_discounts,ada promo cashback untuk pembayaran pakai ShopeePay min
complaint,ini bukan pertama kali laptop saya kotor
promotions_discounts,diskon member gold untuk payday berapa persen
account_data,mau nonaktifkan akun sementara bisa ga bang
shipping_information,cara hitung ongkir gabungan gimana ya
payment_inquiry,payment link expired gmna dong min
cancellation_request,pembatalan tiket bioskop bisa ga min
account_data,akun dipake orang lain ada login asing min
account_data,ganti bahasa default app bisa ga deh
complaint,makanan basi pas di delivery ini gimana min
technical_support,reset password ga dapet emailnya min
shipping_information,minimal order untuk gratis ongkir berapa ya
promotions_discounts,diskon untuk pelajar dan mahasiswa ada ga min
order_status,resinya ga update dari kemarin sore
operating_hours_location,jam buka toko hari ini berapa bang
technical_support,upload bukti transfer gagal terus gan
operating_hours_location,cabang Yogyakarta buka jam berapa gan
cancellation_request,beda harga pas checkout cancel aja dong
order_status,tracking EXP1122 invalid nih bang
payment_inquiry,cara bayar pake LinkAja gimana bang
complaint,seller kirim item kumal ini gimana
shipping_information,pengiriman TIKI ke Bali aman ga
order_status,driver udah otw belum kak
shipping_information,estimasi pengiriman express ke Papua berapa lama
operating_hours_location,parking tersedia ga di toko sob
complaint,baru pake 3 hari udah basah parah min
account_data,mau nonaktifkan akun sementara bisa ga
shipping_information,ongkir AnterAja ke Surabaya berapa ya
complaint,tas tidak berfungsi sejak hari pertama bang
promotions_discounts,diskon 10% untuk flash disk ada ga
account_data,cek histori transaksi tahun lalu bisa ga
operating_hours_location,nomor telepon toko Bali berapa
technical_support,kenapa dana terus lemot dong
shipping_information,apakah GoSend bisa same day ke Aceh
complaint,komplain soal hp yg rusak
shipping_information,SiCepat tersedia di Semarang ga
refund_request,belum ada kabar refund udah 3 minggu min
shipping_information,rate JNE untuk 10 kg ke Balikpapan
promotions_discounts,promo dana untuk lebaran ada ga
shipping_information,Grab Express ke Balikpapan berapa hari reguler
promotions_discounts,cara cek semua voucher aktif yg saya punya deh
promotions_discounts,promo premium masih available ga bang
promotions_discounts,promo premium masih available ga min
account_data,cara setting username supaya aman
account_data,cara setting two-factor authentication gan
order_status,cek kiriman Pos Indonesia saya dong min
operating_hours_location,bisa minta dijemput ke rumah untuk service ga dong
refund_request,gimana cara balikin paket sih
account_data,akun saya kenapa tidak bisa diakses
technical_support,error pas masukin no HP buat daftar sih
refund_request,cara klaim refund paket yang penyok
cancellation_request,salah pencet order mau dibatalkan sih
order_status,kurir mana yg handle paket SHP938271
cancellation_request,cancel orderan dana yg belum diproses min
promotions_discounts,cara ngumpulin coin biar banyak
operating_hours_location,libur nasional toko buka ga kak
complaint,seller ga profesional barang ga sesuai deskripsi gan
promotions_discounts,pengguna baru dapet diskon 20% max berapa sih
cancellation_request,pesanan udah di-cancel tapi uang belum balik nih
refund_request,barang udah di retur tapi status masih pending min
payment_inquiry,cara bayar manual pake transfer bank gimana
operating_hours_location,bisa booking slot kunjungan ke toko ga bang
refund_request,refund tas ke OVO bisa ya
shipping_information,door to door service tersedia ga bang
technical_support,fitur wishlist di ovo ga berfungsi
account_data,akun terkunci setelah salah password berulang kak
refund_request,cara klaim refund paket yang basah
shipping_information,perkiraan nyampe 10 hari atau seminggu gan
order_status,order semalem kok masih diproses terus nih
refund_request,syarat retur paket apa aja deh
order_status,lacak resi GX8291 dong min
account_data,data diri aman ga di platform ini dong
promotions_discounts,diskon 20% maksimal potongan berapa ya
promotions_discounts,cara pake kupon diskon gimana sob
promotions_discounts,cara dapet voucher dari rating driver gan
payment_inquiry,kelebihan bayar bisa di refund ga sih
account_data,cara hapus kartu kredit yg tersimpan di akun nih
account_data,cara konfirmasi perubahan nomor HP
payment_inquiry,kok ga bisa apply paylater sih dong
account_data,ganti bahasa default app bisa ga min
account_data,cara setting tanggal lahir supaya aman
operating_hours_location,parking tersedia ga di toko gan
technical_support,loading checkout nyangkut di 10% bang
promotions_discounts,diskon untuk pelajar dan mahasiswa ada ga nih
cancellation_request,tiket konser bisa dikembalikan ga deh
account_data,aktivasi akun tapi email verifikasi ga nyampe min
shipping_information,bisa anterin pake gobox ga bang
operating_hours_location,jam operasional pas hari raya sih
operating_hours_location,toko di Pondok Indah Mall Sulawesi dimana gan
product_service_info,ada diskon buat beli mouse pertama kali sih
account_data,akun saya kenapa tidak bisa diakses min
cancellation_request,cancel layanan streaming yg free trial
promotions_discounts,promo gofood untuk anniversary ada ga
order_status,barang udah diterima tapi di app masih otw
payment_inquiry,cicilan 50% buat kamera ada ga
product_service_info,ini selimut limited edition ya gan
order_status,kurir mana yg handle paket INV1023
complaint,makanan basi pas di delivery ini gimana nih
account_data,notifikasi email bisa di-matiin ga sob
account_data,cara hapus PIN lama dari akun
operating_hours_location,pusat service center terdekat dmn bang
complaint,udah komplen berkali-kali ga ada tanggapan dong
payment_inquiry,bisa bayar pake 2 metode sekaligus ga sih
technical_support,aplikasi stuck di splash screen nih
promotions_discounts,promo shopee untuk gajian ada ga
promotions_discounts,ada free gift untuk pembelian diatas 500rb
product_service_info,ini smartwatch limited edition ya bang
payment_inquiry,tagihan saya dobel ini gimana gan
product_service_info,webcam cocok buat korporat ga sih
cancellation_request,cara cancel pemesanan custom yg belum dibuat gan
order_status,kok ada tulisan pengiriman gagal
cancellation_request,cancel pertandingan yg belum dipakai deh
cancellation_request,udah cancel di app tapi masih ditagih dong
shipping_information,free ongkir ke Semarang minimal berapa
complaint,seller kirim laptop penyok ini gimana
account_data,akun saya kenapa tiba-tiba di-suspend dong
technical_support,notifikasi app ga muncul padahal udah di-on ya
order_status,bisa ambil sendiri di gudang ga ya
refund_request,toko bilang refund max 2 hari udah lewat kak
complaint,komplain soal pesanan yg penyok
refund_request,duit saya balik kapan nih min
promotions_discounts,promo grab untuk payday ada ga
cancellation_request,batalin pesanan saya dong bang
account_data,akun saya kenapa hilang data-nya ya
product_service_info,beda produk ini plus vs B apa
refund_request,uang masih ditahan padahal makanan udah diterima dong
payment_inquiry,bayar pake kartu kredit bisa cicil 20% ga dong
product_service_info,cara pake earphone gimana sih gan
technical_support,cara fix force close di grab
operating_hours_location,buka pas tahun baru ga untuk area Kalimantan
operating_hours_location,toko di Yogyakarta dimana tepatnya nih
complaint,foto beda jauh sama kondisi real item ya
product_service_info,bisa custom laptop ga nih
account_data,akun saya kenapa hilang data-nya bang
operating_hours_location,ada gerai di Malang ga deh
promotions_discounts,promo member setia lebih besar drpd member biasa ga gan
payment_inquiry,konfirmasi pembayaran COD berapa lama
promotions_discounts,cara ngumpulin coin biar banyak sob
technical_support,error pas masukin no HP buat daftar min
cancellation_request,minta batal karena ada info palsu dari seller kak
technical_support,barcode ga kebaca pas mau bayar di kasir sob
complaint,saya minta kompensasi atas ketidaknyamanan ini deh
promotions_discounts,diskon student untuk anniversary berapa persen
account_data,settingan privasi letaknya dmn dong
payment_inquiry,saldo kepotong tapi mutasi ga muncul
refund_request,cara klaim refund item yang rusak
cancellation_request,cancel pesawat yg belum dipakai ya
payment_inquiry,bayar pake kartu kredit bisa cicil 50% ga dong
complaint,platform harus lebih tegas sama seller nakal min
cancellation_request,mau stop langganan koran digital kak
payment_inquiry,bayar pake kartu kredit bisa ga dong
operating_hours_location,lokasi toko di google maps mana dong
complaint,seller kirim pesanan retak ini gimana
refund_request,uangku udah 3 bulan belum balik bang
refund_request,dispute buka via bank bisa ga kalo seller kabur sih
cancellation_request,saya tidak jadi ambil pesanan COD min
complaint,saya mau lapor pesanan tidak berfungsi
promotions_discounts,ada diskon besar-besaran anniversary ga min
complaint,ini beli baru kok dapetnya sepatu bekas deh
refund_request,kok refund saya kepotong 20% ini biaya apa gan
cancellation_request,tiket kereta bisa dikembalikan ga gan
cancellation_request,orderan bisa di-cancel ga ya dong
complaint,saya mau lapor produk cacat
product_service_info,detail drone apa ya
technical_support,fitur refund di traveloka ga berfungsi
product_service_info,mau nanya soal headphone dong sob
cancellation_request,cara membatalkan layanan berlangganan cloud storage dong
promotions_discounts,cashback rekening BRI untuk harbolnas berapa
technical_support,shopee crash waktu buka profil
promotions_discounts,diskon 10% untuk selimut ada ga
promotions_discounts,syarat voucher anniversary apa aja
product_service_info,ukuran item ini tersedia apa aja
shipping_information,ongkir SiCepat ke Malang berapa ya
complaint,ini hp tidak berfungsi parah pas nyampe gan
complaint,ini bukan pertama kali produk saya penyok
account_data,salah input nama pas daftar bisa diubah ga sob
complaint,foto beda jauh sama kondisi real produk gan
payment_inquiry,cicilan 30% buat selimut ada ga
cancellation_request,ada biaya pembatalan ga untuk asuransi nih
shipping_information,kirim ke luar negeri bisa ga sob
cancellation_request,cancel reservasi restoran saya gan
account_data,apakah bisa punya 2 akun berbeda di sini min
product_service_info,sepatu cocok buat korporat ga sih
promotions_discounts,diskon 30% untuk AC ada ga
complaint,saya korban penipuan di platform ini kak
account_data,cara hapus kartu kredit yg tersimpan di akun ya
complaint,barang expired pas saya terima sob
cancellation_request,salah pencet order mau dibatalkan min
cancellation_request,minta cancel tiket pertandingan yg sudah dipesan deh
product_service_info,dimensi webcam ini berapa ya deh
technical_support,terus ada tulisan session expired ya
operating_hours_location,cabang Makassar buka jam berapa sob
complaint,minta pertanggungjawaban atas laptop retak
cancellation_request,pembatalan pesanan preorder gimana ya
product_service_info,ukuran kamera tersedia apa aja
technical_support,face id login error padahal udah setting
complaint,ini bukan pertama kali makanan saya baret
technical_support,kenapa aplikasi ini terus freeze sih
product_service_info,detail sepatu apa ya
technical_support,tiket crash waktu buka checkout
refund_request,produk udah di retur tapi status masih pending bang
account_data,data diri aman ga di platform ini sih
cancellation_request,cara batal pre-order bantal yg belum rilis
operating_hours_location,cabang Sulawesi buka jam berapa sih
account_data,ganti nama pengguna bisa ga dong
shipping_information,COD bayar ongkir bisa ga sih
payment_inquiry,kok ga bisa apply paylater sih ya
payment_inquiry,batas pembayaran pesanan tinggal 6 jam lagi kak
operating_hours_location,buka pas 11.11 ga untuk area Makassar
shipping_information,ongkir J&T ke Batam berapa ya
refund_request,gimana cara balikin sepatu bang
technical_support,tidak bisa update foto profil min
order_status,lacak resi TK29019 dong gan
product_service_info,dimensi webcam ini berapa ya nih
account_data,akun saya kenapa tidak aktif dong
operating_hours_location,buka pas gajian ga untuk area Surabaya
promotions_discounts,diskon dari bank CIMB masih berlaku ga sob
shipping_information,cargo pengiriman murah buat barang banyak nih
product_service_info,stok harddisk masih ada ga kak
account_data,foto profil ga bisa dihapus sob
cancellation_request,reservasi lapangan mau di-cancel min
product_service_info,bahan microphone ori atau bukan nih
product_service_info,ada garansi resmi buat lampu ring ga sob
account_data,verifikasi nomor telepon gagal kak
refund_request,retur hp ongkirnya tanggungan siapa sob
refund_request,minta percepat proses refund saya
shipping_information,kirim paket ke Kalimantan via JNE berapa hari
complaint,foto beda jauh sama kondisi real item deh
order_status,estimasi pengiriman berapa hari gan
technical_support,kenapa verifikasi OTP ga masuk-masuk nih
order_status,bisa request percepat pengiriman ga
order_status,cek kiriman Ninja saya dong bang
cancellation_request,cara berhenti langganan paket koran digital kak
complaint,uang udah kepotong tapi transaksi gagal dong
technical_support,crash setiap kali buka menu ulasan nih
refund_request,refund bisa ke rekening BCA ga ya
operating_hours_location,parking tersedia ga di toko ya
technical_support,gojek crash waktu buka profil
complaint,udah komplen berkali-kali ga ada tanggapan
technical_support,cara fix force close di tiket
account_data,notif perubahan PIN tidak masuk
cancellation_request,cara berhenti langganan paket wifi sih
order_status,kok ada tulisan pengiriman gagal dong
operating_hours_location,cabang Yogyakarta buka jam berapa bang
operating_hours_location,alamat lengkap toko di Balikpapan gan
technical_support,app tokopedia error pas buka produk
product_service_info,flash disk ini bisa dicuci pake mesin cuci sob
refund_request,retur makanan ongkirnya tanggungan siapa deh
promotions_discounts,cara ngumpulin coin biar banyak kak
payment_inquiry,cicilan 10% buat meja kerja ada ga
refund_request,paket udah di retur tapi status masih pending dong
technical_support,error pas masukin no HP buat daftar kak
technical_support,kok tiba-tiba logout sendiri sih
shipping_information,Pos Indonesia tersedia di Pontianak ga
technical_support,bug favorit di tiket sudah dilaporkan belum
account_data,cara setting two-factor authentication kak
complaint,seller kirim makanan penyok ini gimana
promotions_discounts,batas pemakaian kupon per hari berapa kak
product_service_info,spek hp lengkap ada ga
refund_request,proses refund barang berapa lama
promotions_discounts,kode referral saya ga kepake ya gan
complaint,komplain soal barang yg lecet
cancellation_request,reservasi studio mau di-cancel bang
order_status,order semalem kok masih diproses terus sob
complaint,seller kirim produk tidak berfungsi ini gimana
cancellation_request,minta cancel order yg seller tidak respon nih
complaint,komplain soal paket yg kotor
shipping_information,rate JNE untuk 10 kg ke Bandung
product_service_info,stok lemari pakaian masih ada min
shipping_information,kirim paket ke Bandung via J&T berapa hari
account_data,kok tiba-tiba akun premium hilang nih
shipping_information,estimasi Pos Indonesia ke Lombok berapa lama
product_service_info,cara pake bantal gimana sih sob
account_data,akun saya kenapa kena banned bang
payment_inquiry,minta e-invoice buat laporan pajak gan
refund_request,kok refund cuma 10% padahal salah seller sob
operating_hours_location,stand pameran di mall mana aja min
operating_hours_location,lokasi gerai di Central Park lantai berapa
order_status,orderan di cancel sepihak sama seller sih
account_data,update metode bayar akun bisa ga deh
payment_inquiry,bisa bayar pake 2 metode sekaligus ga nih
account_data,cara setting two-factor authentication sih
complaint,ini bukan pertama kali laptop saya retak
cancellation_request,cara batal dari program cicilan berjalan deh
complaint,kualitas jelek banget ga worth it min
payment_inquiry,bisa bayar pake 2 metode sekaligus ga gan
promotions_discounts,promo dana untuk gajian ada ga
account_data,akun saya kenapa tiba-tiba di-suspend gan
account_data,aktivasi akun tapi email verifikasi ga nyampe ya
cancellation_request,cancel otomatis karena batas waktu bayar lewat
refund_request,tolong bantu proses refund saya yang sudah lama dong
shipping_information,estimasi Pos Indonesia ke Balikpapan berapa lama
product_service_info,detail router apa ya
account_data,ganti nama pengguna bisa ga ya
product_service_info,harga bantal berapa sekarang
product_service_info,cara tau kamera ori atau palsu gimana ya
shipping_information,pengiriman ke luar pulau bisa ga nih
account_data,update foto profil akun bisa ga dong
product_service_info,stok gamepad masih ada sob
technical_support,voucher diskon ga bisa di-apply
complaint,seller kirim hp lecet ini gimana
operating_hours_location,jam CS untuk area Makassar berapa
order_status,ini orderan sudah di pickup belum gan
shipping_information,paket cair ada treatment khusus ga deh
shipping_information,ongkir dari Makassar ke Kalimantan range berapa
technical_support,menu tracking ga muncul di halaman ya
product_service_info,info produk mesin cuci dong
shipping_information,door to door service tersedia ga nih
promotions_discounts,diskon 50% untuk blender ada ga
promotions_discounts,cashback Dana untuk hari belanja nasional berapa
operating_hours_location,service center di Balikpapan ada ga
refund_request,kapan refund produk saya cair min
complaint,kena overcharge di payment ini gimana deh
order_status,ekspedisi yg dipake J&T bisa dilacak ga bang
cancellation_request,cancel reservasi villa saya gan
refund_request,minta uang balik hp ga sesuai foto bang
shipping_information,GoSend ke Surabaya berapa hari reguler
shipping_information,rate JNE untuk 20 kg ke Lombok
cancellation_request,minta cancel tiket bus yg sudah dipesan nih
refund_request,ajuin refund tapi ditolak mulu kenapa dong
order_status,estimasi pengiriman berapa hari dong
product_service_info,stok kursi gaming masih ada ga bang
shipping_information,pengiriman AnterAja ke Lombok aman ga
cancellation_request,orderan bisa di-cancel ga ya min
complaint,minta ganti rugi dong ini rugi waktu & uang nih
technical_support,menu wishlist ga muncul di halaman
operating_hours_location,gudang pengambilan barang dmn aja ya
complaint,udah komplen berkali-kali ga ada tanggapan gan
refund_request,gimana cara balikin produk sob
account_data,update foto profil akun bisa ga bang
product_service_info,perlu maintenance khusus buat harddisk ga
refund_request,barang salah kirim minta tuker atau refund gan
technical_support,loading checkout nyangkut di 50% dong
complaint,tidak ada perlindungan konsumen di sini nih
product_service_info,kamera ini bisa dicuci pake mesin cuci dong
complaint,seller kirim makanan retak ini gimana
technical_support,upload bukti transfer gagal terus
complaint,case saya belum ada penyelesaian 2 bulan bang
technical_support,sudah uninstall reinstall masih error bang
technical_support,fitur verifikasi di shopee ga berfungsi
technical_support,fitur live di aplikasi ini ga berfungsi
refund_request,syarat retur sepatu apa aja deh
refund_request,kapan refund laptop saya cair
technical_support,fitur wishlist di tokopedia ga berfungsi
technical_support,fitur live di gojek ga berfungsi
account_data,update alamat akun bisa ga gan
promotions_discounts,ada diskon di toko offline juga ga dong
payment_inquiry,invoice untuk printer bisa dikirim ulang
refund_request,duit saya balik kapan nih sih
shipping_information,bisa ganti alamat pengiriman setelah order nih
order_status,minta info posisi paket resi TLX7291
promotions_discounts,ada cashback buat pengguna student ga
operating_hours_location,akses buat kursi roda ada ga di toko ya
refund_request,kapan refund item saya cair ya
operating_hours_location,cabang Makassar buka jam berapa
technical_support,reset password ga dapet emailnya dong
shipping_information,estimasi Grab Express ke NTT berapa lama
product_service_info,ada program trade-in buat keyboard bang
cancellation_request,pembatalan tiket bus bisa ga ya
product_service_info,mau nanya soal mouse dong sih
operating_hours_location,toko di PIM Medan dimana nih
shipping_information,estimasi real-time di app akurat ga nih
operating_hours_location,ada store di Grand Indonesia ga dong
cancellation_request,cara batalkan subscription cloud storage berbayar min
complaint,saya mau lapor sepatu retak
account_data,fitur ingat saya tidak berfungsi gan
complaint,pesanan tidak berfungsi sejak hari pertama ya
cancellation_request,cancel bioskop yg belum dipakai bang
cancellation_request,udah cancel di app tapi masih ditagih nih
complaint,komplain soal paket yg baret
shipping_information,cara hitung ongkir gabungan gimana deh
technical_support,app nguras baterai dan bikin hp panas gan
operating_hours_location,toko di Summarecon Mal Serpong Bandung dimana bang
account_data,cara aktifkan notifikasi untuk transaksi sih
refund_request,minta uang balik untuk produk deh
payment_inquiry,tagihan BNI tidak sesuai ini gimana
payment_inquiry,kode billing ga keluar pas mau bayar deh
complaint,minta pertanggungjawaban atas sepatu rusak
shipping_information,apakah Grab Express bisa same day ke Lombok
promotions_discounts,diskon 20% untuk jam tangan ada ga
technical_support,notifikasi app ga muncul padahal udah di-on sob
operating_hours_location,ada gerai di Bali ga gan
cancellation_request,hentikan langganan koran digital bulan ini
refund_request,minta dikembalikan uang untuk produk
cancellation_request,cara tolak pesanan yg udah terlanjur bayar bang
technical_support,crash setiap kali buka menu chat bang
cancellation_request,cancel reservasi coworking saya bang
cancellation_request,batalkan gym saya ya
payment_inquiry,bisa bayar pake COD ga kak
cancellation_request,batalin aja ya deh
promotions_discounts,diskon 20% maksimal potongan berapa min
technical_support,fitur refund error ga keluar hasil sob
order_status,lacak resi TLX7291 dong gan
technical_support,kode verifikasi ga valid padahal udah bener
cancellation_request,beda harga pas checkout cancel aja gan
product_service_info,cara klaim garansi tas gimana sih
shipping_information,cara tracking TIKI ke Malang
complaint,item tidak berfungsi sejak hari pertama dong
technical_support,fitur live di traveloka ga berfungsi
promotions_discounts,cara cek semua voucher aktif yg saya punya nih
shipping_information,ekspedisi apa aja yg tersedia dong
product_service_info,material kamera terbuat dari apa bang
cancellation_request,cara membatalkan layanan berlangganan premium nih
promotions_discounts,ada cashback buat pengguna lama ga min
refund_request,toko bilang refund max 1 hari udah lewat kak
cancellation_request,mau stop langganan software ya
account_data,kok akun di-suspend tolong di-review sob
order_status,minta info posisi paket resi 009283
technical_support,bug search di grab sudah dilaporkan belum
product_service_info,size chart meja kerja ada dmn ya ya
operating_hours_location,jam operasional customer service sih
operating_hours_location,service center di Malang ada ga
promotions_discounts,diskon 10% untuk laptop ada ga
complaint,minta pertanggungjawaban atas laptop cacat
complaint,saya tidak puas sama hp ini
shipping_information,pengiriman TIKI ke Aceh aman ga
cancellation_request,cara batalkan subscription langganan berbayar deh
refund_request,tas rusak pas pengiriman minta refund penuh gan
payment_inquiry,tagihan BRI tidak sesuai ini gimana
payment_inquiry,pin ATM ga bisa buat transfer
order_status,minta update resi EXP1122 dong min
cancellation_request,hentikan langganan premium bulan ini
cancellation_request,tidak jadi pakai streaming musik mau cancel
shipping_information,bisa request TIKI ga buat kirim pesanan gan
technical_support,gak bisa pilih alamat dari saved address ya
promotions_discounts,event diskon payday tanggal berapa aja deh
promotions_discounts,promo gopay untuk natal ada ga
promotions_discounts,promo buy 2 get 2 free ada ga dong
account_data,data diri aman ga di platform ini nih
payment_inquiry,cicilan bulan ini belum muncul deh
account_data,login device asing kok ga ada notif bang
product_service_info,info produk kulkas dong
cancellation_request,cancel reservasi klinik saya deh
cancellation_request,hapus orderan yg belum dibayar gan
refund_request,belum ada kabar refund udah 3 minggu kak
refund_request,cara klaim refund item yang lecet
promotions_discounts,cara cek semua voucher aktif yg saya punya kak
technical_support,lupa password dan email ga bisa diakses deh
technical_support,website lemot banget dari tadi bang
payment_inquiry,payment link expired gmna dong nih
operating_hours_location,kantor cabang buka hari Sabtu ga bang
refund_request,retur sepatu bisa via Grab Express ga kak
account_data,data KTP saya disalahgunakan orang nih
order_status,kurir mana yg handle paket TRX2938
operating_hours_location,kantor yg khusus ngurus garansi dmn sih
cancellation_request,ada biaya pembatalan ga untuk cloud storage sob
